Codpro;Nompro;Valuni;Nrotab;Codean;Codea2;us01;us02;us03;us04;us05;us06;us07;us08;us09;us10;us11;us12;us13;us14;us15;us16;us17;us18;us19;us20;us21;us22;us23;us24;us25;us26;us27;us28;us29;us30;Tunida;U100xx;U105xx
4380;Toys Libros;19900;01;;.83694065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4381;Toys Libros;19900;  ;;.83694082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4382;Toys Libros;19900;  ;;.83694973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4383;Toys Libros;19900;  ;;.83637984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4384;Toys Libros;19900;  ;;.83649497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4385;Tableros Magicos;24900;  ;;.83684458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4386;Manillas;10000;  ;;.83671560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4387;Zapatillas Princesas;49900;  ;;.83688582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4388;Dinosaurios;15900;  ;;.83647802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4389;Microvehiculos;49900;  ;;.83613829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4390;Libro Mickey;49900;  ;;.83649014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4391;Builders To;89900;  ;;.83655293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4392;Builders Ga;89900;  ;;.83655286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4393;Zhu Zhu;39900;  ;;.83605093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4394;Builders Fi;89900;  ;;.83655309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4395;Rompecabezas 4 3n 1;49900;  ;;.83620228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4396;Spiderman Bop;29900;  ;;.83643759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4397;Lace & Trace;24900;  ;;.83685681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4398;Multicolor;29900;  ;;.83695518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4399;Humano Learning;89900;  ;;.83675224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4400;Thomas Bath;79900;  ;;.83627245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4401;Dinosaurio Party;49900;  ;;.83665605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4402;Tren;84900;  ;;.83693991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4403;Rf5328 Neuco Recien Nacido;79900;  ;;.18505328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4404;Rf05425 Playskool Minivehiculos;18900;  ;;.18505425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4405;Rf39069 Saltabolitas;69900;  ;;.18539069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4406;Rf45086 Risk Reinvencion;78900;  ;;.18545086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4407;Rf444rn Repuesto Stickers;19900;  ;;.335444rn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4408;Rf19313 Baby Alive Compota;139900;  ;;.18519313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4409;Rf73710 Mickey Mouse Balon;24900;  ;;.18573710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4410;Rf1418-06 Balon Suave Toy Story;42900;  ;;.18501418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4411;Rfm-03 Saltarina Byn;34900;  ;7707345560833;.41704411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4412;Rfg-03 Gustano Tex. Largo;44900;  ;;.41704412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4413;M5605 Mantica Descubrimiento;99900;  ;;.18105605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4414;Animales Alegres Y Amigos Maletin;1550;  ;;.58504185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4415;La Isla Maravillosa;15000;  ;;.58503151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4416;El Mundo Submarino;11900;01;789974684324;.58503152;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
4417;Los Monstruos;15000;  ;;.58503153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4418;Turn Y El Dragon;15000;  ;;.58503154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4419;Pintorcitos No. 1;9900;  ;;.58501442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4420;Pintorcito 2;7000;  ;;.58501443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4421;Pintorcito 3;9900;  ;;.58501444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4422;Pintorcito 4;8900;  ;9789974684690;.58501445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4423;Peque§os Artistas 1;4500;  ;;.58501446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4424;Peque§os Artistas 2;5900;  ;;.58501447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4425;Peque§os Artistas 3;5900;  ;;.58501448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4426;Peque§os Artistas 4;5900;  ;;.58501449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4427;Vistiendo A Lola;4000;  ;;.58501475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4428;Vistiendo A Tamy;4000;  ;;.58501476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4429;Disfrazo A Mina;4000;  ;;.58501477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4430;Disfrazo A Juan;3900;  ;9789974684546;.58501478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4431;100 Cosas Sobre Caballeros Y Castillos;32000;  ;;.58501685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4432;100 Cosas Sobre El Cuerpo Humano;32000;  ;;.58501686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4433;100 Cosas Sobre El Planeta Tierra;32000;  ;;.58501687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4434;100 Cosas Sobre Exploradores;32000;  ;;.58501688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4435;100 Cosas Sobre Gladiadores;29900;  ;9789707840577;.58501689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4436;100 Cosas Sobre Inventos;32000;  ;;.58501690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4437;100 Cosas Sobre La Ciencia;32000;  ;;.58501691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4438;100 Cosas Sobre Los Oceanos;32000;  ;;.58501692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4439;100 Cosas Sobre Los Piratas;29900;  ;9789707840584;.58501693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4440;100 Cosas Sobre Los Vikingos;29900;  ;9789707840614;.58501694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4441;Rf1428 Aprende A Cortar;59900;  ;731346142801;.33501428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4442;Rf696w Linda En El Ba§o;39900;  ;731346069610;.33500696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4443;Rf844 Libro Granja;19900;  ;;.33500844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4444;Rf77u Paraguas De Moda;79900;  ;731346007735;.33500077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4445;Rf138w Perlas Pulseras;59900;  ;731346013811;.33501138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4446;Rf1927 Primer Ponque Bebe;62900;  ;731346192707;.33501927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4447;Rf1926 Olla Cocina;62900;  ;731346192615;.33501926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4448;Rf161w Spinner Fantastico;89900;  ;;.33500161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4449;Rf756p Tapitas Joyeria So Pretty;14900;  ;;.33501756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4450;Rf756s Tapitas Joyeria So Sweet;14900;  ;;.33502756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4451;Rf1902 Cerdito Jiggly;49900;  ;;.33501902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4452;Rf284n Colores Gruesos X 10;32900;  ;731346028402;.33501284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4453;Descontinuado;1;  ;;.33501395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4454;Rf309 Crayola Jumbo X 12;15900;  ;731346030900;.33500309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4455;Rfk630 Cubos Armar Principiantes;54900;  ;731346063038;.33501630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4456;Rf1486w Ensarta La Lavanderia;54900;  ;731346148650;.33511486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4457;Rf51w Fabrica De Seda;79900;  ;731346005113;.33500051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4458;Rf610w Fiesta Con Clay;79900;  ;;.33501610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4459;Rf72w Florero Limpiadores Pipa;34900;  ;731346007216;.33500072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4460;Rf69wc Gato Coloreable Y Lavable;64900;  ;731346006967;.33501169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4461;Rf370f Glam Her;79900;  ;;.33501370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4462;Rf428w Tijeras Little Hands;14900;  ;731346042828;.33511428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4463;Coronas;9900;  ;;.67504463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4464;Didacticos;14900;  ;;.67504464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4465;Valde Didacticos;43000;  ;;.67504465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4466;Bingo;29900;  ;;.67504466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4467;Baby Gift;29900;  ;;.67504467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4468;Kit Mascota;43000;  ;;.67504468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4469;Car Rc Raing Roket;35000;  ;;.67504469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4470;Bebe Dormilona Con Maletin;21900;  ;;.67504470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4471;Carro Friccion Peque§o Luz;14900;  ;;.67504471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4472;Cubos Desarmables Didacticos;14900;  ;;.67504472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4473;Bateria;121900;  ;;.67504473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4474;Mesa Bebe Grande;128900;  ;;.67504474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4475;Mesa Bebe Peque§a;98900;  ;;.67504475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4476;Pianos Grandes;128900;  ;;.67504476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4477;Piano Hello Kitty;106900;  ;;.67504477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4478;Carro Rc Luz;67900;  ;;.67504478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4479;Carro Rc Peque§o;52900;  ;;.67504479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4480;Espada Con Sonido;32000;  ;;.67504480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4481;Carro Dance Racer;98900;  ;;.67504481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4482;Rfr0145 Disney Manny A Trabajar;115900;  ;;.18100145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4483;Rft8036 Manny Motor Cycle;175900;  ;;.18108036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4484;La Pandilla Navide§a;25000;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4485;Rf1923 Cascabeles Y Sonidos;39900;  ;;.33501923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4486;Rf1922 Coquitas Apilar Bebe;39900;  ;;.33501922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4487;Marimba;42900;  ;799489151005;.15015100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4488;Twister Renovado;46900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4489;Campanita X 20;15900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4490;Princesa X 20;29900;  ;000673421454;.11042145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491;Princesa 3 X 35;21900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4492;Toy Story 3 X 35;27900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4493;Mickey X 55;10900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4494;Princesa X 100;29900;  ;000673403405;.11040340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495;Titere Cerdo;36900;  ;;.38516176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496;Titere Jirafa;36900;  ;;.38516182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4497;Titere Leon;36900;  ;;.38516183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4498;Titere Oso;36900;  ;;.38516185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4499;Titere Pato;36900;  ;;.38516177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4500;Titere Rana;36900;01;;.38516186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4501;Titere Raton;36900;  ;;.38516180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4502;Titere Tigre;36900;  ;;.38516187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4503;Titere Mamita;12000;  ;;.38516173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4504;Titere Papito;12000;  ;;.38516174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4505;Titere Primo;12000;  ;;.38516175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4506;Xilofono Grande Tubo 15 Tonos;99900;  ;00001204506;.20004506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4507;Xilofono Mediano Tubo 10 Tonos;79900;  ;00002004507;.2004507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4508;Xilofono Peque§o Tubo 8 Tonos;59900;  ;00002004508;.2004508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4509;Pandereta Peque§a;10000;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4510;Maracatam;16900;  ;00001204510;.12004510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4511;Triangulos;19900;01;00001204511;.12004511;3;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;8;6;
4512;Caja China;18900;01;00001204512;.12004512;2;2;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;12;4;
4513;Sixtro 8 Placas;39900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4514;Balon Gateador;49900;  ;;.13004514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4515;Cuellos Para Bebe;25000;  ;;.13004515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4516;Rf859w Spin & Spray;48900;  ;731346085917;.33500859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4517;Dogs;26900;  ;;.20195507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4518;Arctic;26900;  ;;.20181609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4519;Toob Petting Zoo;26900;  ;;.20183702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4520;Dino Babies;26900;  ;;.20180107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4521;Farm Babies;26900;  ;;.20181203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4522;Pony Derby;26900;  ;;.20182101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4523;River;26900;  ;;.20181807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4524;Butterflies Of The World;37900;  ;;.20100607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4525;Adventure In Space;37900;  ;;.20101307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4526;Kinights & Dragons;19612;  ;;.20101505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4527;Mysteries Of The Deep;37900;  ;;.20100201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4528;Wildlife Babies;37900;  ;;.20101000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4529;Mega 10 Magnifier;17900;  ;;.20122114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4530;Trnslcnt Oftic One;18900;  ;;.20120714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4531;Swivel Eye Bug Viewer;25900;  ;;.20121919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4532;Mule;14900;  ;;.20149403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4533;Sow;14900;  ;;.20115302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4534;Hamster;14900;  ;;.20151109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4535;Red Holstein Cow;13900;  ;;.20149601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4536;Holstein Cow;13900;  ;;.20132603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4537;Blue Translucent Luminocular;44900;  ;;.20154016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4538;Reticulated Giraffe;49900;  ;;.20111106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4539;Emperor Penguin;14900;  ;;.20111304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4540;Tubos Safari;19900;  ;;.20111007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4541;Wildlife Giraffe Baby;9900;  ;;.20111205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4542;Reticulated Giraffe;32900;  ;;.20168404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4543;Holstein Cow;26900;  ;;.20115104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4544;Tyranosaurus Rex;21900;  ;;.20104019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4545;Ewe;15900;  ;;.20115203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4546;Dog Llavero;3900;  ;;.20117301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4547;Zoo Babies Llavero;3900;  ;;.20117509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4548;Tambores Medianos;18000;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4549;Estimulacion 5;48900;  ;;.16304549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4550;Set Familia Numeros;69900;  ;;.16304550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4551;Proyector;99900;  ;;.16304551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4552;Pista Peque§a;48900;  ;;.16304552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4553;Pista Grande;74900;  ;;.16304553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4554;Pictureka;69900;  ;;.20204554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4555;Play Doh Hamburguesa;89900;  ;;.20204555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4556;Play Doh Set;69900;  ;;.20204556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4557;Play Doh Mono;69900;  ;;.20204557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4558;Play Doh Set Po;74900;  ;630509269549;.202787060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4559;Caras Y Gestos;129900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4560;Scrabble Original;53900;  ;;.20204560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4561;Canicas Deportivas;19900;  ;;.20204561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4562;Canicas;15900;  ;;.20204562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4563;Palitos Chinos;7900;  ;;.20204563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4564;Uno Cartas;14900;  ;;.20204564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4565;Uno Cartas Agua;35900;  ;;.20204565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4566;Boggle Cartas;19900;  ;;.20204566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4567;Teck Deck;14900;  ;;.20204567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4568;Gimnasio;159900;  ;;.20204568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4569;Granja Lp;175900;  ;;.20204569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4570;Rubick 360;69900;01;;.20204570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4571;Formas Aplilables;14900;  ;;.20204571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4572;Set Ping Pong;32900;  ;;.20204572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4573;Escalera;15900;  ;;.20204573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4574;Damas Chinas;25500;  ;;.20204574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4575;Tico Taco X 6;17900;01;;.20204575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4576;Tico Taco X 3;8900;  ;;.20204576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4577;Play Doh Fabrica Helado;89900;  ;;.20204577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4578;Abilitoys Familia Mitad;36900;  ;0007104578;.71008A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4579;Match Skills;25000;  ;;.85168833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4580;Verbal Skills;26900;  ;;.85168826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4581;Cuting & Pasting Paper;31000;  ;;.85168932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4582;Coloring & Drawing;32900;  ;;.85168925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4583;My First Book Of Cuting;27000;  ;;.85107084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4584;My Book Of Coloring;28900;  ;;.85141284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4585;My Book Coloring At The Zoo;28900;  ;;.85124139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4586;My Book Of Pasting;28900;  ;;.85141020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4587;Amazing Mazes;28900;  ;;.85107106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4588;My Book Of Mazes Animal;28900;  ;;.85124125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4589;My Book Of Mazes Things Gol;28900;  ;;.85141314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4590;My First Book Of Draqing;28900;  ;;.85168021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4591;My Book Number 1-120;27000;  ;;.85107041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4592;Lets Cut Paper;24900;  ;;.85141144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4593;Rf6200 Hero Evo Missiion;39900;  ;;.1856200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4594;More Lets Cut Paper;24900;  ;;.85141330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4595;Mi Primer Libro De Trazar;27000;01;;.85168188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4596;Mi Primer Libro De Laberintos;28900;  ;;.85168269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4597;Mi Libro De Juegos 1-70;27000;  ;;.85168331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4598;Balon Canguro;25000;  ;;.90104598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4599;Balon Estimulacion Puyas;2900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4600;Art Book Patitos;9900;  ;9789974679245;.58501702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4601;3d Solar System Mobile;68900;  ;;.17505520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4602;Surnbeam Catcher;19900;  ;;.17503610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4603;Crystalite Catcher/dolphin;21900;  ;;.17503627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4604;Crystalite Catcher Coral Fish;21900;  ;;.17503621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4605;Window Mosaic Tutterly, Fairy;30900;  ;;.17504582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4606;Knitting Art;44900;  ;;.17502753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4607;Green Science Kids Labs;69900;  ;;.17503286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4608;3d Hot Air Ballon Mobile;39900;  ;;.17505523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4609;Cross Stitch;44900;  ;;.17502749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4610;Esasy To Do Masks;35900;  ;;.17504529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4611;Paint Your Own Kitty;34900;  ;;.17504520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
